"crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, "
"#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, "
"244, 8705,   92.0, 22.6463,  24.261, 22.6649, 35.2953,   217.8,  -9.000,  0.2474,   0.298,"
"244, 8705,   94.0, 22.5953,  24.279, 22.6143, 35.2998,   218.2,  -9.000,  0.2769,   0.756,"
"244, 8705,   96.0, 22.5415,  24.295, 22.5609, 35.3013,   218.6,  -9.000,  0.2631,   0.580,"
"244, 8705,   98.0, 22.4833,  24.311, 22.5030, 35.3005,   218.1,  -9.000,  0.2865,   0.478,"
"244, 8705,  100.0, 22.4234,  24.330, 22.4435, 35.3028,   216.5,  -9.000,  0.2851,   0.609,"
"244, 8705,  102.0, 22.3827,  24.342, 22.4032, 35.3031,   215.2,  -9.000,  0.2880,   0.719,"
"244, 8705,  104.0, 22.3244,  24.356, 22.3452, 35.3007,   214.6,  -9.000,  0.2998,   0.349,"
"244, 8705,  106.0, 22.2745,  24.371, 22.2957, 35.3017,   214.4,  -9.000,  0.3060,   0.480,"
"244, 8705,  108.0, 22.2362,  24.385, 22.2578, 35.3058,   213.8,  -9.000,  0.3325,   0.673,"
"244, 8705,  110.0, 22.2052,  24.397, 22.2271, 35.3096,   213.5,  -9.000,  0.3356,   0.595,"
"244, 8705,  112.0, 22.1757,  24.407, 22.1980, 35.3124,   214.0,  -9.000,  0.3498,   0.626,"
"244, 8705,  114.0, 22.1318,  24.417, 22.1545, 35.3086,   213.3,  -9.000,  0.3683,   0.541,"
"244, 8705,  116.0, 22.0916,  24.426, 22.1147, 35.3058,   212.3,  -9.000,  0.3874,   0.386,"
"244, 8705,  118.0, 22.0564,  24.435, 22.0798, 35.3044,   212.1,  -9.000,  0.3973,   0.531,"
"244, 8705,  120.0, 22.0195,  24.445, 22.0433, 35.3041,   211.8,  -9.000,  0.4037,   0.429,"
"244, 8705,  122.0, 21.9793,  24.454, 22.0035, 35.3019,   211.2,  -9.000,  0.4281,   0.618,"
"244, 8705,  124.0, 21.9469,  24.464, 21.9714, 35.3027,   210.2,  -9.000,  0.4349,   0.416,"
"244, 8705,  126.0, 21.9050,  24.474, 21.9298, 35.2996,   209.5,  -9.000,  0.4289,   0.701,"
"244, 8705,  128.0, 21.8664,  24.482, 21.8917, 35.2963,   208.5,  -9.000,  0.4423,   0.492,"
"244, 8705,  130.0, 21.8185,  24.493, 21.8441, 35.2928,   207.9,  -9.000,  0.4415,   0.459,"
"244, 8705,  132.0, 21.7592,  24.504, 21.7851, 35.2861,   207.2,  -9.000,  0.4548,   0.588,"
"244, 8705,  134.0, 21.7278,  24.513, 21.7541, 35.2866,   206.1,  -9.000,  0.4332,   0.667,"
"244, 8705,  136.0, 21.6897,  24.522, 21.7164, 35.2846,   205.9,  -9.000,  0.4245,   0.671,"
"244, 8705,  138.0, 21.6485,  24.531, 21.6756, 35.2810,   205.7,  -9.000,  0.4075,   0.513,"
"244, 8705,  140.0, 21.6086,  24.540, 21.6360, 35.2782,   205.4,  -9.000,  0.4017,   0.735,"
"244, 8705,  142.0, 21.5686,  24.549, 21.5963, 35.2756,   204.4,  -9.000,  0.3963,   0.896,"
"244, 8705,  144.0, 21.5058,  24.561, 21.5339, 35.2679,   202.8,  -9.000,  0.3723,   0.857,"
"244, 8705,  146.0, 21.4623,  24.571, 21.4907, 35.2658,   202.2,  -9.000,  0.3534,   1.188,"
"244, 8705,  148.0, 21.4148,  24.582, 21.4436, 35.2635,   202.1,  -9.000,  0.3492,   0.678,"
"244, 8705,  150.0, 21.3425,  24.595, 21.3716, 35.2540,   202.1,  -9.000,  0.3294,   1.045,"
"244, 8705,  152.0, 21.2916,  24.609, 21.3211, 35.2536,   201.2,  -9.000,  0.3099,   0.891,"
"244, 8705,  154.0, 21.2327,  24.620, 21.2624, 35.2479,   201.4,  -9.000,  0.2819,   0.896,"
"244, 8705,  156.0, 21.1842,  24.629, 21.2143, 35.2421,   201.0,  -9.000,  0.2795,   0.852,"
"244, 8705,  158.0, 21.1231,  24.641, 21.1536, 35.2350,   200.3,  -9.000,  0.2605,   1.006,"
"244, 8705,  160.0, 21.0583,  24.652, 21.0890, 35.2263,   199.6,  -9.000,  0.2334,   0.998,"
"244, 8705,  162.0, 20.9900,  24.665, 21.0210, 35.2188,   199.0,  -9.000,  0.2252,   1.149,"
"244, 8705,  164.0, 20.9037,  24.678, 20.9350, 35.2055,   198.9,  -9.000,  0.2191,   1.058,"
"244, 8705,  166.0, 20.8410,  24.687, 20.8726, 35.1954,   198.2,  -9.000,  0.2099,   1.135,"
"244, 8705,  168.0, 20.7947,  24.696, 20.8267, 35.1901,   198.1,  -9.000,  0.1977,   1.129,"
"244, 8705,  170.0, 20.7046,  24.709, 20.7369, 35.1763,   198.4,  -9.000,  0.1857,   1.266,"
"244, 8705,  172.0, 20.6139,  24.725, 20.6464, 35.1644,   198.1,  -9.000,  0.1814,   1.262,"
"244, 8705,  174.0, 20.5508,  24.736, 20.5837, 35.1565,   197.1,  -9.000,  0.1661,   1.503,"
"244, 8705,  176.0, 20.4739,  24.750, 20.5071, 35.1479,   196.9,  -9.000,  0.1578,   1.555,"
"244, 8705,  178.0, 20.4045,  24.761, 20.4379, 35.1375,   196.9,  -9.000,  0.1520,   1.536,"
"244, 8705,  180.0, 20.3327,  24.772, 20.3665, 35.1280,   197.0,  -9.000,  0.1465,   1.516,"
"244, 8705,  182.0, 20.2493,  24.787, 20.2833, 35.1173,   196.8,  -9.000,  0.1384,   1.491,"
"244, 8705,  184.0, 20.1586,  24.802, 20.1929, 35.1064,   197.1,  -9.000,  0.1298,   1.776,"
"244, 8705,  186.0, 20.0655,  24.816, 20.1001, 35.0927,   197.7,  -9.000,  0.1235,   2.064,"
"244, 8705,  188.0, 19.9466,  24.834, 19.9814, 35.0743,   198.4,  -9.000,  0.1181,   2.020,"
"244, 8705,  190.0, 19.8200,  24.851, 19.8550, 35.0533,   198.1,  -9.000,  0.1115,   1.979,"
"244, 8705,  192.0, 19.7230,  24.866, 19.7582, 35.0401,   197.5,  -9.000,  0.1038,   1.958,"
"244, 8705,  194.0, 19.6302,  24.881, 19.6657, 35.0283,   196.2,  -9.000,  0.0961,   2.071,"
"244, 8705,  196.0, 19.5314,  24.895, 19.5671, 35.0121,   195.8,  -9.000,  0.0898,   2.316,"
"244, 8705,  198.0, 19.4206,  24.910, 19.4566, 34.9944,   195.4,  -9.000,  0.0874,   2.171,"
"244, 8705,  200.0, 19.2996,  24.927, 19.3358, 34.9764,   194.9,  -9.000,  0.0829,   2.096,"
"245, 8722,    0.0, 25.3263,  23.297, 25.3263, 35.0715,    -9.0,  -9.000,  0.0822,   1.556,"
"245, 8722,    2.0, 25.3503,  23.345, 25.3508, 35.1439,   207.8,  -9.000,  0.0561,   1.636,"
"245, 8722,    4.0, 25.3526,  23.359, 25.3535, 35.1641,   207.8,  -9.000,  0.0495,   1.697,"
"245, 8722,    6.0, 25.3495,  23.356, 25.3508, 35.1583,   207.8,  -9.000,  0.0565,   1.582,"
"245, 8722,    8.0, 25.3480,  23.343, 25.3497, 35.1409,   207.8,  -9.000,  0.0469,   1.419,"
"245, 8722,   10.0, 25.3385,  23.353, 25.3407, 35.1499,   208.2,  -9.000,  0.0482,   1.574,"
"245, 8722,   12.0, 25.3304,  23.356, 25.3330, 35.1504,   208.0,  -9.000,  0.0487,   1.467,"
"245, 8722,   14.0, 25.3221,  23.367, 25.3252, 35.1616,   208.1,  -9.000,  0.0493,   1.369,"
"245, 8722,   16.0, 25.3161,  23.369, 25.3196, 35.1624,   207.9,  -9.000,  0.0514,   1.416,"
"245, 8722,   18.0, 25.3086,  23.366, 25.3125, 35.1545,   208.1,  -9.000,  0.0518,   1.534,"
"245, 8722,   20.0, 25.3040,  23.369, 25.3084, 35.1573,   207.9,  -9.000,  0.0555,   1.555,"
"245, 8722,   22.0, 25.2895,  23.379, 25.2943, 35.1639,   208.1,  -9.000,  0.0565,   1.628,"
"245, 8722,   24.0, 25.2823,  23.388, 25.2875, 35.1733,   208.2,  -9.000,  0.0616,   1.495,"
"245, 8722,   26.0, 25.2756,  23.398, 25.2813, 35.1841,   208.4,  -9.000,  0.0700,   1.330,"
"245, 8722,   28.0, 25.2691,  23.408, 25.2752, 35.1943,   208.3,  -9.000,  0.0718,   1.476,"
"245, 8722,   30.0, 25.2569,  23.428, 25.2634, 35.2163,   208.4,  -9.000,  0.0757,   1.531,"
"245, 8722,   32.0, 25.2402,  23.449, 25.2472, 35.2374,   208.4,  -9.000,  0.0810,   1.469,"
"245, 8722,   34.0, 25.2191,  23.472, 25.2266, 35.2595,   208.9,  -9.000,  0.0879,   1.402,"
"245, 8722,   36.0, 25.1949,  23.494, 25.2028, 35.2784,   209.6,  -9.000,  0.0923,   1.449,"
"245, 8722,   38.0, 25.1578,  23.524, 25.1661, 35.3031,   210.0,  -9.000,  0.0971,   1.344,"
"245, 8722,   40.0, 25.1286,  23.547, 25.1373, 35.3219,   210.3,  -9.000,  0.1004,   1.284,"
"245, 8722,   42.0, 25.1091,  23.556, 25.1182, 35.3260,   210.1,  -9.000,  0.1027,   1.403,"
"245, 8722,   44.0, 25.0908,  23.571, 25.1003, 35.3385,   210.2,  -9.000,  0.1033,   1.172,"
"245, 8722,   46.0, 25.0731,  23.582, 25.0832, 35.3458,   210.3,  -9.000,  0.1065,   1.162,"
"245, 8722,   48.0, 25.0607,  23.593, 25.0711, 35.3550,   210.6,  -9.000,  0.1070,   1.344,"
"245, 8722,   50.0, 25.0404,  23.602, 25.0512, 35.3592,   211.2,  -9.000,  0.1149,   1.357,"
"245, 8722,   52.0, 25.0086,  23.613, 25.0199, 35.3599,   212.0,  -9.000,  0.1139,   1.372,"
"245, 8722,   54.0, 24.9673,  23.624, 24.9790, 35.3589,   212.1,  -9.000,  0.1191,   1.286,"
"245, 8722,   56.0, 24.8982,  23.642, 24.9103, 35.3542,   213.1,  -9.000,  0.1291,   1.480,"
"245, 8722,   58.0, 24.8192,  23.664, 24.8317, 35.3515,   214.0,  -9.000,  0.1402,   1.256,"
"245, 8722,   60.0, 24.7481,  23.682, 24.7610, 35.3475,   214.2,  -9.000,  0.1478,   1.127,"
"245, 8722,   62.0, 24.6427,  23.711, 24.6560, 35.3432,   214.8,  -9.000,  0.1571,   1.367,"
"245, 8722,   64.0, 24.5389,  23.740, 24.5526, 35.3405,   214.8,  -9.000,  0.1713,   1.148,"
"245, 8722,   66.0, 24.4647,  23.762, 24.4788, 35.3397,   214.7,  -9.000,  0.1775,   1.230,"
"245, 8722,   68.0, 24.3763,  23.787, 24.3908, 35.3386,   215.0,  -9.000,  0.1827,   1.360,"
"245, 8722,   70.0, 24.2480,  23.824, 24.2629, 35.3369,   215.2,  -9.000,  0.1895,   1.227,"
"245, 8722,   72.0, 24.0790,  23.873, 24.0943, 35.3347,   216.3,  -9.000,  0.2073,   1.173,"
"245, 8722,   74.0, 23.9694,  23.906, 23.9850, 35.3352,   217.1,  -9.000,  0.2126,   1.339,"
"245, 8722,   76.0, 23.8638,  23.936, 23.8797, 35.3339,   217.6,  -9.000,  0.2188,   1.189,"
"245, 8722,   78.0, 23.7485,  23.969, 23.7648, 35.3321,   218.7,  -9.000,  0.2327,   1.337,"
"245, 8722,   80.0, 23.6481,  23.997, 23.6648, 35.3308,   219.2,  -9.000,  0.2363,   1.233,"
"245, 8722,   82.0, 23.5665,  24.021, 23.5836, 35.3303,   219.3,  -9.000,  0.2535,   1.052,"
"245, 8722,   84.0, 23.4694,  24.049, 23.4869, 35.3299,   219.3,  -9.000,  0.2532,   1.134,"
"245, 8722,   86.0, 23.3692,  24.078, 23.3870, 35.3293,   219.8,  -9.000,  0.2646,   1.067,"
"245, 8722,   88.0, 23.2768,  24.105, 23.2949, 35.3296,   220.1,  -9.000,  0.2720,   1.060,"
"245, 8722,   90.0, 23.2050,  24.126, 23.2235, 35.3299,   219.6,  -9.000,  0.2830,   1.143,"
"245, 8722,   92.0, 23.1111,  24.155, 23.1300, 35.3316,   219.8,  -9.000,  0.2981,   1.024,"
"245, 8722,   94.0, 23.0303,  24.180, 23.0496, 35.3345,   219.7,  -9.000,  0.3000,   1.001,"
"245, 8722,   96.0, 22.9626,  24.201, 22.9822, 35.3367,   219.2,  -9.000,  0.3151,   1.089,"
"245, 8722,   98.0, 22.8833,  24.228, 22.9032, 35.3412,   219.5,  -9.000,  0.3297,   0.939,"
"245, 8722,  100.0, 22.8015,  24.252, 22.8219, 35.3428,   219.1,  -9.000,  0.3490,   1.084,"
"245, 8722,  102.0, 22.7400,  24.272, 22.7606, 35.3454,   218.8,  -9.000,  0.3666,   1.154,"
"245, 8722,  104.0, 22.6840,  24.290, 22.7050, 35.3473,   218.7,  -9.000,  0.3868,   0.991,"
"245, 8722,  106.0, 22.6292,  24.307, 22.6507, 35.3494,   218.7,  -9.000,  0.4049,   1.005,"
"245, 8722,  108.0, 22.5839,  24.320, 22.6058, 35.3505,   218.1,  -9.000,  0.4346,   0.917,"
"245, 8722,  110.0, 22.5325,  24.336, 22.5547, 35.3512,   218.4,  -9.000,  0.4477,   1.001,"
"245, 8722,  112.0, 22.4890,  24.348, 22.5116, 35.3507,   217.9,  -9.000,  0.4824,   0.890,"
"245, 8722,  114.0, 22.4422,  24.362, 22.4651, 35.3515,   217.8,  -9.000,  0.5015,   0.973,"
"245, 8722,  116.0, 22.3989,  24.374, 22.4222, 35.3517,   217.7,  -9.000,  0.4968,   0.968,"
"245, 8722,  118.0, 22.3502,  24.388, 22.3738, 35.3516,   217.0,  -9.000,  0.5153,   0.951,"
"245, 8722,  120.0, 22.3060,  24.400, 22.3300, 35.3516,   216.4,  -9.000,  0.5102,   0.987,"
"245, 8722,  122.0, 22.2556,  24.414, 22.2800, 35.3513,   216.0,  -9.000,  0.4921,   0.890,"
"245, 8722,  124.0, 22.2192,  24.424, 22.2439, 35.3508,   215.4,  -9.000,  0.5124,   0.957,"
"245, 8722,  126.0, 22.1782,  24.435, 22.2033, 35.3502,   214.9,  -9.000,  0.5129,   0.968,"
"245, 8722,  128.0, 22.1375,  24.447, 22.1630, 35.3508,   214.6,  -9.000,  0.5387,   0.977,"
"245, 8722,  130.0, 22.1075,  24.456, 22.1334, 35.3510,   214.0,  -9.000,  0.5254,   0.921,"
"245, 8722,  132.0, 22.0761,  24.464, 22.1023, 35.3502,   213.6,  -9.000,  0.5565,   1.145,"
"245, 8722,  134.0, 22.0423,  24.473, 22.0689, 35.3494,   213.0,  -9.000,  0.5335,   0.983,"
"245, 8722,  136.0, 22.0020,  24.483, 22.0289, 35.3476,   212.5,  -9.000,  0.5259,   1.002,"
"245, 8722,  138.0, 21.9570,  24.494, 21.9844, 35.3452,   212.0,  -9.000,  0.5176,   1.004,"
"245, 8722,  140.0, 21.9238,  24.501, 21.9515, 35.3429,   210.8,  -9.000,  0.5124,   1.038,"
"245, 8722,  142.0, 21.8861,  24.511, 21.9142, 35.3414,   209.8,  -9.000,  0.4984,   1.014,"
"245, 8722,  144.0, 21.8455,  24.521, 21.8740, 35.3396,   209.3,  -9.000,  0.4699,   1.010,"
"245, 8722,  146.0, 21.8070,  24.530, 21.8357, 35.3372,   208.6,  -9.000,  0.4440,   1.095,"
"245, 8722,  148.0, 21.7598,  24.540, 21.7889, 35.3335,   208.0,  -9.000,  0.4170,   1.333,"
"245, 8722,  150.0, 21.7135,  24.550, 21.7430, 35.3301,   207.5,  -9.000,  0.3739,   1.343,"
"245, 8722,  152.0, 21.6738,  24.559, 21.7036, 35.3274,   206.7,  -9.000,  0.3578,   1.010,"
"245, 8722,  154.0, 21.6327,  24.568, 21.6629, 35.3240,   206.1,  -9.000,  0.3277,   1.060,"
"245, 8722,  156.0, 21.5806,  24.578, 21.6111, 35.3178,   205.8,  -9.000,  0.3158,   1.108,"
"245, 8722,  158.0, 21.5191,  24.590, 21.5499, 35.3116,   205.1,  -9.000,  0.2762,   0.897,"
"245, 8722,  160.0, 21.4363,  24.606, 21.4674, 35.3022,   204.4,  -9.000,  0.2548,   1.131,"
"245, 8722,  162.0, 21.3587,  24.620, 21.3902, 35.2935,   203.2,  -9.000,  0.2145,   1.284,"
"245, 8722,  164.0, 21.2935,  24.632, 21.3253, 35.2852,   202.1,  -9.000,  0.1966,   1.295,"
"245, 8722,  166.0, 21.2324,  24.643, 21.2645, 35.2776,   202.1,  -9.000,  0.1682,   1.603,"
"245, 8722,  168.0, 21.1744,  24.655, 21.2068, 35.2720,   202.0,  -9.000,  0.1570,   1.564,"
"245, 8722,  170.0, 21.1062,  24.667, 21.1389, 35.2630,   201.8,  -9.000,  0.1389,   1.194,"
"245, 8722,  172.0, 21.0376,  24.679, 21.0707, 35.2550,   201.8,  -9.000,  0.1259,   1.370,"
"245, 8722,  174.0, 20.9423,  24.697, 20.9756, 35.2438,   202.2,  -9.000,  0.1113,   1.734,"
"245, 8722,  176.0, 20.8506,  24.713, 20.8842, 35.2328,   202.1,  -9.000,  0.0983,   1.374,"
"245, 8722,  178.0, 20.7763,  24.727, 20.8102, 35.2242,   201.8,  -9.000,  0.0880,   1.294,"
"245, 8722,  180.0, 20.7005,  24.741, 20.7347, 35.2161,   201.7,  -9.000,  0.0747,   1.609,"
"245, 8722,  182.0, 20.6262,  24.756, 20.6607, 35.2094,   201.9,  -9.000,  0.0670,   1.396,"
"245, 8722,  184.0, 20.5215,  24.773, 20.5563, 35.1951,   201.8,  -9.000,  0.0570,   1.564,"
"245, 8722,  186.0, 20.4296,  24.786, 20.4646, 35.1802,   201.2,  -9.000,  0.0465,   1.476,"
"245, 8722,  188.0, 20.3360,  24.800, 20.3713, 35.1649,   200.3,  -9.000,  0.0407,   1.791,"
"245, 8722,  190.0, 20.2363,  24.815, 20.2718, 35.1501,   198.9,  -9.000,  0.0372,   1.449,"
"245, 8722,  192.0, 20.1319,  24.831, 20.1677, 35.1352,   197.6,  -9.000,  0.0318,   1.675,"
"245, 8722,  194.0, 20.0535,  24.846, 20.0895, 35.1271,   196.6,  -9.000,  0.0294,   2.154,"
"245, 8722,  196.0, 19.9493,  24.864, 19.9856, 35.1155,   196.2,  -9.000,  0.0242,   1.931,"
"245, 8722,  198.0, 19.8303,  24.884, 19.8668, 35.1007,   196.3,  -9.000,  0.0188,   1.811,"
"245, 8722,  200.0, 19.7355,  24.900, 19.7722, 35.0881,   196.8,  -9.000,  0.0146,   1.765,"
"246, 8750,    0.0, 25.5098,  23.211, 25.5098, 35.0311,   205.2,  -9.000, -9.0000,  -9.000,"
"246, 8750,    2.0, 25.5433,  23.197, 25.5437, 35.0261,   206.7,  -9.000,  0.0754,  -9.000,"
"246, 8750,    4.0, 25.5455,  23.196, 25.5464, 35.0267,   206.9,  -9.000,  0.0764,  -9.000,"
"246, 8750,    6.0, 25.5430,  23.197, 25.5443, 35.0265,   206.7,  -9.000,  0.0718,  -9.000,"
"246, 8750,    8.0, 25.5416,  23.197, 25.5434, 35.0264,   206.7,  -9.000,  0.0735,  -9.000,"
"246, 8750,   10.0, 25.5423,  23.197, 25.5445, 35.0263,   206.8,  -9.000,  0.0732,  -9.000,"
"246, 8750,   12.0, 25.5353,  23.199, 25.5380, 35.0265,   206.8,  -9.000,  0.0759,  -9.000,"
"246, 8750,   14.0, 25.5274,  23.201, 25.5305, 35.0261,   206.8,  -9.000,  0.0737,  -9.000,"
"246, 8750,   16.0, 25.5227,  23.203, 25.5262, 35.0259,   206.9,  -9.000,  0.0784,  -9.000,"
"246, 8750,   18.0, 25.5172,  23.204, 25.5212, 35.0256,   206.7,  -9.000,  0.0764,  -9.000,"
"246, 8750,   20.0, 25.5109,  23.206, 25.5153, 35.0250,   207.0,  -9.000,  0.0761,  -9.000,"
"246, 8750,   22.0, 25.5046,  23.207, 25.5095, 35.0249,   207.0,  -9.000,  0.0770,  -9.000,"
"246, 8750,   24.0, 25.5033,  23.208, 25.5086, 35.0247,   206.9,  -9.000,  0.0794,  -9.000,"
"246, 8750,   26.0, 25.5002,  23.209, 25.5059, 35.0249,   206.8,  -9.000,  0.0832,  -9.000,"
"246, 8750,   28.0, 25.4996,  23.209, 25.5057, 35.0251,   206.7,  -9.000,  0.0800,  -9.000,"
"246, 8750,   30.0, 25.4952,  23.210, 25.5018, 35.0250,   206.9,  -9.000,  0.0807,  -9.000,"
"246, 8750,   32.0, 25.4915,  23.212, 25.4985, 35.0251,   206.9,  -9.000,  0.0810,  -9.000,"
"246, 8750,   34.0, 25.4878,  23.213, 25.4953, 35.0251,   206.6,  -9.000,  0.0821,  -9.000,"
"246, 8750,   36.0, 25.4850,  23.214, 25.4929, 35.0252,   206.7,  -9.000,  0.0828,  -9.000,"
"246, 8750,   38.0, 25.4820,  23.215, 25.4904, 35.0254,   206.7,  -9.000,  0.0857,  -9.000,"
"246, 8750,   40.0, 25.4800,  23.216, 25.4888, 35.0260,   206.8,  -9.000,  0.0858,  -9.000,"
"246, 8750,   42.0, 25.4788,  23.218, 25.4880, 35.0280,   207.0,  -9.000,  0.0890,  -9.000,"
"246, 8750,   44.0, 25.4808,  23.225, 25.4904, 35.0380,   207.4,  -9.000,  0.0894,  -9.000,"
"246, 8750,   46.0, 25.4816,  23.233, 25.4917, 35.0499,   207.6,  -9.000,  0.0947,  -9.000,"
"246, 8750,   48.0, 25.4813,  23.239, 25.4918, 35.0573,   207.7,  -9.000,  0.0952,  -9.000,"
"246, 8750,   50.0, 25.4795,  23.242, 25.4905, 35.0604,   207.7,  -9.000,  0.0964,  -9.000,"
"246, 8750,   52.0, 25.4772,  23.249, 25.4886, 35.0682,   207.6,  -9.000,  0.0998,  -9.000,"
"246, 8750,   54.0, 25.4750,  23.256, 25.4869, 35.0773,   207.7,  -9.000,  0.1054,  -9.000,"
"246, 8750,   56.0, 25.4757,  23.272, 25.4880, 35.0988,   208.0,  -9.000,  0.1083,  -9.000,"
"246, 8750,   58.0, 25.4768,  23.298, 25.4895, 35.1328,   208.0,  -9.000,  0.1162,  -9.000,"
"246, 8750,   60.0, 25.4601,  23.323, 25.4732, 35.1603,   208.6,  -9.000,  0.1207,  -9.000,"
"246, 8750,   62.0, 25.4273,  23.351, 25.4409, 35.1837,   209.2,  -9.000,  0.1256,  -9.000,"
"246, 8750,   64.0, 25.3510,  23.390, 25.3650, 35.2039,   209.9,  -9.000,  0.1357,  -9.000,"
"246, 8750,   66.0, 25.2737,  23.423, 25.2881, 35.2160,   210.2,  -9.000,  0.1389,  -9.000,"
"246, 8750,   68.0, 25.2105,  23.448, 25.2253, 35.2241,   210.8,  -9.000,  0.1472,  -9.000,"
"246, 8750,   70.0, 25.1355,  23.479, 25.1507, 35.2338,   211.2,  -9.000,  0.1537,  -9.000,"
"246, 8750,   72.0, 25.0291,  23.527, 25.0447, 35.2554,   211.8,  -9.000,  0.1569,  -9.000,"
"246, 8750,   74.0, 24.9254,  23.566, 24.9415, 35.2649,   213.1,  -9.000,  0.1640,  -9.000,"
"246, 8750,   76.0, 24.8046,  23.605, 24.8210, 35.2684,   213.7,  -9.000,  0.1702,  -9.000,"
"246, 8750,   78.0, 24.6129,  23.659, 24.6297, 35.2624,   214.3,  -9.000,  0.1721,  -9.000,"
"246, 8750,   80.0, 24.3638,  23.734, 24.3809, 35.2634,   215.9,  -9.000,  0.1857,  -9.000,"
"246, 8750,   82.0, 24.1531,  23.795, 24.1704, 35.2602,   217.4,  -9.000,  0.1874,  -9.000,"
"246, 8750,   84.0, 23.9777,  23.843, 23.9954, 35.2547,   218.3,  -9.000,  0.2061,  -9.000,"
"246, 8750,   86.0, 23.7762,  23.898, 23.7942, 35.2491,   219.3,  -9.000,  0.2131,  -9.000,"
"246, 8750,   88.0, 23.4950,  23.969, 23.5133, 35.2338,   220.2,  -9.000,  0.2198,  -9.000,"
"246, 8750,   90.0, 23.2991,  24.014, 23.3177, 35.2182,   220.7,  -9.000,  0.2312,  -9.000,"
"246, 8750,   92.0, 23.0734,  24.068, 23.0922, 35.2029,   220.1,  -9.000,  0.2500,  -9.000,"
"246, 8750,   94.0, 22.8715,  24.116, 22.8906, 35.1897,   219.4,  -9.000,  0.2718,  -9.000,"
"246, 8750,   96.0, 22.7252,  24.159, 22.7447, 35.1905,   219.0,  -9.000,  0.2967,  -9.000,"
"246, 8750,   98.0, 22.6189,  24.192, 22.6386, 35.1951,   218.2,  -9.000,  0.3147,  -9.000,"
"246, 8750,  100.0, 22.5358,  24.220, 22.5559, 35.2006,   217.8,  -9.000,  0.3469,  -9.000,"
"246, 8750,  102.0, 22.4718,  24.243, 22.4924, 35.2065,   217.0,  -9.000,  0.3565,  -9.000,"
"246, 8750,  104.0, 22.3881,  24.269, 22.4090, 35.2091,   216.9,  -9.000,  0.3787,  -9.000,"
"246, 8750,  106.0, 22.2856,  24.298, 22.3068, 35.2096,   216.6,  -9.000,  0.4156,  -9.000,"
"246, 8750,  108.0, 22.2243,  24.317, 22.2458, 35.2116,   215.8,  -9.000,  0.4203,  -9.000,"
"246, 8750,  110.0, 22.1656,  24.340, 22.1875, 35.2204,   215.4,  -9.000,  0.4442,  -9.000,"
"246, 8750,  112.0, 22.1211,  24.362, 22.1433, 35.2322,   215.5,  -9.000,  0.4634,  -9.000,"
"246, 8750,  114.0, 22.0707,  24.383, 22.0933, 35.2420,   216.4,  -9.000,  0.4961,  -9.000,"
"246, 8750,  116.0, 22.0344,  24.404, 22.0574, 35.2554,   217.2,  -9.000,  0.4981,  -9.000,"
"246, 8750,  118.0, 21.9985,  24.421, 22.0219, 35.2643,   217.5,  -9.000,  0.5152,  -9.000,"
"246, 8750,  120.0, 21.9631,  24.436, 21.9869, 35.2715,   217.3,  -9.000,  0.5092,  -9.000,"
"246, 8750,  122.0, 21.9303,  24.455, 21.9544, 35.2849,   217.1,  -9.000,  0.5081,  -9.000,"
"246, 8750,  124.0, 21.9037,  24.473, 21.9282, 35.2984,   217.7,  -9.000,  0.5053,  -9.000,"
"246, 8750,  126.0, 21.8828,  24.489, 21.9077, 35.3116,   217.8,  -9.000,  0.4732,  -9.000,"
"246, 8750,  128.0, 21.8351,  24.502, 21.8603, 35.3119,   217.7,  -9.000,  0.4452,  -9.000,"
"246, 8750,  130.0, 21.7733,  24.521, 21.7989, 35.3137,   217.7,  -9.000,  0.4472,  -9.000,"
"246, 8750,  132.0, 21.7148,  24.538, 21.7407, 35.3140,   216.8,  -9.000,  0.4222,  -9.000,"
"246, 8750,  134.0, 21.6550,  24.551, 21.6812, 35.3096,   217.0,  -9.000,  0.3912,  -9.000,"
"246, 8750,  136.0, 21.6024,  24.562, 21.6290, 35.3047,   215.8,  -9.000,  0.3891,  -9.000,"
"246, 8750,  138.0, 21.5605,  24.572, 21.5875, 35.3030,   214.4,  -9.000,  0.3699,  -9.000,"
"246, 8750,  140.0, 21.5053,  24.585, 21.5326, 35.2994,   213.2,  -9.000,  0.3510,  -9.000,"
"246, 8750,  142.0, 21.4484,  24.597, 21.4761, 35.2946,   212.4,  -9.000,  0.3473,  -9.000,"
"246, 8750,  144.0, 21.4166,  24.607, 21.4446, 35.2966,   211.7,  -9.000,  0.3282,  -9.000,"
"246, 8750,  146.0, 21.3709,  24.619, 21.3992, 35.2963,   211.4,  -9.000,  0.3148,  -9.000,"
"246, 8750,  148.0, 21.3290,  24.630, 21.3577, 35.2952,   211.0,  -9.000,  0.3019,  -9.000,"
"246, 8750,  150.0, 21.2779,  24.640, 21.3070, 35.2895,   210.9,  -9.000,  0.2962,   4.179,"
"246, 8750,  152.0, 21.2296,  24.648, 21.2590, 35.2837,   210.6,  -9.000,  0.2773,   3.486,"
"246, 8750,  154.0, 21.1695,  24.660, 21.1992, 35.2765,   209.9,  -9.000,  0.2655,   3.207,"
